,ID,건물명,주소,판매 유형,건물 유형,보증금,월 납입 비용,관리비,면적(단위:평),주변 지하철역,준공일자,판매등록일자,구,동
17753,40068265,미등록 건물명,서대문구 대현동 53-13,월세,원룸,1000.0,55.0,18,3.0,"['이대역', '신촌역', '아현역']",20030813,2024-03-13,서대문구,대현동
19234,40073099,스테이더디자이너스,서대문구 창천동 29-5,월세,오피스텔,1000.0,100.0,13,5.7,"['신촌역', '신촌역', '서강대역']",2021년1월15일,2024-03-16,서대문구,창천동
728,40002489,미등록 건물명,서대문구 연희동 309-10,월세,원룸,4500.0,25.0,0,4.0,"['신촌역', '홍대입구역', '신촌역']",20100907,2024-02-29,서대문구,연희동
3991,40013875,미등록 건물명,서대문구 창천동 260,전세,원룸,14000.0,0.0,8,6.0,"['홍대입구역', '신촌역', '서강대역']",19951202,2024-03-30,서대문구,창천동
4006,40013943,미등록 건물명,서대문구 북가좌동 340-8,전세,빌라,25500.0,0.0,2,20.0,"['증산역', '새절역', '디지털미디어시티역']",20030410,2024-03-08,서대문구,북가좌동
23105,40087082,신촌푸르지오시티,서대문구 대현동 104-5,월세,오피스텔,1000.0,110.0,9.9,8.6,"['신촌역', '이대역', '신촌역']",20140102,2024-03-19,서대문구,대현동
21924,40083104,미등록 건물명,서대문구 연희동 340-41,월세,원룸,6500.0,8.0,7,6.0,"['신촌역', '홍대입구역', '신촌역']",20020725,2024-03-09,서대문구,연희동
1277,40004630,미등록 건물명,서대문구 연희동 151-55,월세,원룸,1000.0,30.0,5,5.0,없음,1997.8.5.,2024-02-29,서대문구,연희동
5313,40019683,미등록 건물명,서대문구 창천동 100-81,월세,원룸,1000.0,70.0,6,6.0,"['홍대입구역', '신촌역', '신촌역']",2010-03-09 ,2024-07-01,서대문구,창천동
686,40002316,미등록 건물명,서대문구 천연동 65,월세,원룸,1000.0,50.0,0,6.0,"['서대문역', '독립문역', '충정로역']","1964,6,28",2024-03-23,서대문구,천연동
3113,40011005,이대프리젠#3,서대문구 대현동 37-15,전세,오피스텔,15960.0,0.0,8.5,4.4,"['신촌역', '이대역', '신촌역']",20180405,2024-03-01,서대문구,대현동
3742,40012965,미등록 건물명,서대문구 창천동 52-12,월세,원룸,500.0,53.0,7,5.0,"['신촌역', '신촌역', '서강대역']",1990.03.28,2024-03-06,서대문구,창천동
781,40002748,신촌현대캠퍼빌,서대문구 대현동 110-20,월세,오피스텔,1000.0,100.0,14,15.7,"['신촌역', '이대역', '신촌역']",20010824,2024-03-01,서대문구,대현동
15048,40057918,미등록 건물명,서대문구 대현동 60-5,월세,원룸,1000.0,40.0,5,4.0,"['이대역', '신촌역', '아현역']",19840416,2024-03-16,서대문구,대현동
21915,40083073,미등록 건물명,서대문구 창천동 29-3,월세,원룸,1000.0,55.0,8,7.0,"['신촌역', '신촌역', '서강대역']",19930821,2024-03-16,서대문구,창천동
7771,40029751,미등록 건물명,서대문구 창천동 5-32,월세,원룸,3000.0,60.0,15,6.0,"['신촌역', '신촌역', '이대역']",1994.2.3,2024-03-04,서대문구,창천동
9180,40035274,미등록 건물명,서대문구 창천동 195,월세,원룸,300.0,40.0,0,4.0,"['홍대입구역', '신촌역', '신촌역']",1968.07.10,2024-03-04,서대문구,창천동
7768,40029744,미등록 건물명,서대문구 홍은동 10-243,매매,빌라,4.0,8.9,['녹번역'],2018.12.26.,2024-03-14,,,서대문구,홍은동
7763,40029728,미등록 건물명,서대문구 홍은동 400-49,월세,원룸,3000.0,20.0,0,5.1,"['증산역', '새절역']",2002.01.23.,2024-03-08,서대문구,홍은동
9116,40035044,미등록 건물명,서대문구 연희동 287-16,월세,원룸,500.0,50.0,5,5.0,"['홍대입구역', '신촌역', '신촌역']",20040417,2024-03-12,서대문구,연희동
18179,40069645,미등록 건물명,서대문구 북가좌동 5-57,월세,빌라,2000.0,80.0,1,18.4,"['증산역', '새절역', '가좌역']",1995,2024-03-09,서대문구,북가좌동
12925,40050423,미등록 건물명,서대문구 연희동 287-16,월세,원룸,500.0,50.0,5,4.9,"['홍대입구역', '신촌역', '신촌역']",20040417,2024-08-12,서대문구,연희동
17704,40068107,미등록 건물명,서대문구 홍은동 324-3,전세,빌라,13000.0,0.0,1,19.0,['새절역'],20021030,2024-03-07,서대문구,홍은동
8335,40032097,아리움Ⅱ,서대문구 대현동 110-10,월세,오피스텔,500.0,90.0,16,5.3,"['신촌역', '이대역', '신촌역']",20211210,2024-03-04,서대문구,대현동
17648,40067931,아리움Ⅱ,서대문구 대현동 110-10,월세,오피스텔,3000.0,89.0,16,5.2,"['신촌역', '이대역', '신촌역']",20211210,2024-04-05,서대문구,대현동
8962,40034431,미등록 건물명,서대문구 충정로3가 276,월세,원룸,2000.0,50.0,5,7.0,"['충정로역', '서대문역', '아현역']",19661025,2024-03-02,서대문구,충정로3가
1383,40005105,미등록 건물명,서대문구 홍은동 397-29,전세,빌라,12600.0,0.0,8,8.7,없음,20120613,2024-03-08,서대문구,홍은동
12501,40048853,더이음,서대문구 창천동 72-22,월세,오피스텔,1000.0,95.0,9,5.4,"['신촌역', '서강대역', '신촌역']",20210202,2024-03-05,서대문구,창천동
9062,40034834,미등록 건물명,서대문구 북가좌동 291-3,월세,빌라,1000.0,45.0,0,11.0,"['증산역', '새절역', '디지털미디어시티역']",1997.07.01,2024-03-28,서대문구,북가좌동
11116,40042949,미등록 건물명,서대문구 북가좌동 375-1,전세,빌라,16000.0,0.0,1,14.8,"['디지털미디어시티역', '증산역', '수색역']",1987 0 1 08,2024-03-03,서대문구,북가좌동
3211,40011350,미등록 건물명,서대문구 연희동 334-6,전세,원룸,12000.0,0.0,8,6.0,"['홍대입구역', '신촌역', '신촌역']",20091223,2024-03-06,서대문구,연희동
18560,40070938,미등록 건물명,서대문구 창천동 53-53,월세,원룸,500.0,60.0,6,5.1,"['신촌역', '신촌역', '서강대역']",20040713,2024-03-09,서대문구,창천동
7303,40027514,미등록 건물명,서대문구 연희동 151-141,매매,빌라,2.0,13.6,없음,20120405,2024-03-14,,,서대문구,연희동
12513,40048880,더이음,서대문구 창천동 72-22,월세,오피스텔,1000.0,95.0,9,5.4,"['신촌역', '서강대역', '신촌역']",2021.2.2.,2024-03-05,서대문구,창천동
3649,40012630,스테이더디자이너스,서대문구 창천동 29-5,월세,오피스텔,1000.0,100.0,15,5.7,"['신촌역', '신촌역', '서강대역']",20210115,2024-03-16,서대문구,창천동
17021,40065828,미등록 건물명,서대문구 신촌동 2-97,월세,원룸,1000.0,75.0,7,6.4,"['신촌역', '이대역', '독립문역']",20151027,2024-08-12,서대문구,신촌동
22423,40084811,미등록 건물명,서대문구 연희동 287-2,월세,원룸,1000.0,85.0,10,7.0,"['홍대입구역', '신촌역', '가좌역']",2000.2.22.,2024-03-07,서대문구,연희동
18731,40071455,미등록 건물명,서대문구 북가좌동 315-36,월세,빌라,21000.0,10.0,5,9.0,"['증산역', '디지털미디어시티역', '수색역']",20211215,2024-08-14,서대문구,북가좌동
1705,40006170,미등록 건물명,서대문구 연희동 344-138,월세,원룸,2000.0,35.0,5,5.0,"['홍대입구역', '신촌역', '신촌역']",1994-08-30,2024-03-17,서대문구,연희동
5208,40019232,스테이더디자이너스,서대문구 창천동 29-5,월세,오피스텔,1000.0,100.0,15,5.7,"['신촌역', '신촌역', '서강대역']",20210115,2024-07-19,서대문구,창천동
13007,40050736,미등록 건물명,서대문구 남가좌동 8-18,월세,빌라,3000.0,60.0,5,15.0,"['새절역', '증산역']",1991-10-09 ,2024-03-07,서대문구,남가좌동
9132,40035109,아리움4차,서대문구 대현동 37-12,월세,오피스텔,1000.0,137.0,28,7.1,"['신촌역', '이대역', '신촌역']",20220929,2024-03-07,서대문구,대현동
19236,40073111,미등록 건물명,서대문구 대신동 138-1,월세,원룸,1000.0,60.0,5,9.0,"['신촌역', '독립문역', '이대역']",20030320,2024-03-19,서대문구,대신동
14074,40054539,송스8,서대문구 대현동 56-119,월세,오피스텔,18000.0,15.0,10,6.0,"['이대역', '신촌역', '신촌역']",2015-07-30 ,2024-03-13,서대문구,대현동
9084,40034906,미등록 건물명,서대문구 연희동 45-3,전세,빌라,18000.0,0.0,0,15.8,"['신촌역', '신촌역', '홍대입구역']",1995-01-21,2024-03-04,서대문구,연희동
16887,40065329,미등록 건물명,서대문구 신촌동 2-97,월세,원룸,1000.0,75.0,7,7.0,"['신촌역', '이대역', '독립문역']",2015.10.27,2024-03-12,서대문구,신촌동
16947,40065558,미등록 건물명,서대문구 연희동 340-17,월세,원룸,3000.0,50.0,7,8.0,"['신촌역', '신촌역', '홍대입구역']",2012.03.13,2024-03-05,서대문구,연희동
8031,40030856,미등록 건물명,서대문구 창천동 5-96,월세,원룸,300.0,50.0,3,20.0,"['신촌역', '신촌역', '이대역']",1994.07.15,2024-03-04,서대문구,창천동
6331,40023674,미등록 건물명,서초구 서초동 1640-11,전세,빌라,30700.0,0.0,10,9.0,"['교대역', '강남역', '남부터미널역']",2016.05.10,2024-06-26,서초구,서초동
2531,40008984,미등록 건물명,서초구 방배동 914-1,전세,빌라,32000.0,0.0,7,9.1,"['방배역', '내방역', '총신대입구(이수)역']",2018-10-22 ,2024-04-01,서초구,방배동
17749,40068253,미등록 건물명,서초구 반포동 732,월세,원룸,1000.0,55.0,10,7.0,"['사평역', '신논현역', '논현역']",19950915,2024-08-08,서초구,반포동
18531,40070866,미등록 건물명,서초구 반포동 730-4,월세,원룸,2000.0,60.0,10,7.0,"['사평역', '신논현역', '반포역']",1978-12-07 ,2024-03-06,서초구,반포동
15373,40059159,미등록 건물명,서초구 방배동 931-3,월세,원룸,16600.0,10.0,5,7.5,"['내방역', '방배역', '총신대입구(이수)역']",20020816,2024-04-03,서초구,방배동
2535,40009001,미등록 건물명,서초구 방배동 880-16,월세,빌라,15000.0,45.0,6,12.0,"['내방역', '방배역', '서초역']",1996.8.9,2024-03-02,서초구,방배동
2540,40009014,미등록 건물명,서초구 방배동 890-30,전세,빌라,60000.0,0.0,2,25.5,"['내방역', '방배역', '서초역']",1992-04-07 ,2024-03-08,서초구,방배동
18566,40070954,미등록 건물명,서초구 반포동 720-36,월세,빌라,2000.0,80.0,8,15.0,"['논현역', '신논현역', '사평역']",19960419,2024-03-06,서초구,반포동
20781,40079048,그린빌,서초구 서초동 1601-2,월세,오피스텔,1000.0,70.0,16,9.2,"['남부터미널역', '교대역', '서초역']",19990823,2024-03-08,서초구,서초동
20779,40079042,미등록 건물명,서초구 반포동 731-25,전세,원룸,16000.0,0.0,5,5.8,"['사평역', '신논현역', '논현역']",2012.12.18,2024-03-12,서초구,반포동
20777,40079037,해피트리앤,서초구 신원동 659,월세,오피스텔,1000.0,65.0,8,6.5,['청계산입구역'],20151028,2024-03-07,서초구,신원동
2525,40008964,미등록 건물명,서초구 양재동 280,월세,원룸,500.0,50.0,15,6.0,"['양재시민의숲역', '매봉역', '양재역']",1990-06-29 ,2024-03-02,서초구,양재동
17835,40068523,미등록 건물명,서초구 서초동 1490-14,전세,빌라,28000.0,0.0,9,10.0,"['방배역', '내방역', '서초역']",2017.05.08,2024-03-20,서초구,서초동
15369,40059146,미등록 건물명,서초구 방배동 762-19,월세,원룸,16000.0,8.0,10,6.3,"['구반포역', '동작역', '총신대입구(이수)역']",20110520,2024-03-13,서초구,방배동
19542,40074051,미등록 건물명,서초구 서초동 1302-32,월세,원룸,300.0,47.0,3,8.2,"['신논현역', '사평역', '강남역']",19941220,2024-03-13,서초구,서초동
20822,40079208,미등록 건물명,서초구 양재동 121-5,전세,빌라,32000.0,0.0,4,9.6,"['양재시민의숲역', '양재역']",20160318,2024-03-07,서초구,양재동
22546,40085201,미등록 건물명,서초구 방배동 916-32,전세,빌라,40000.0,0.0,0,13.6,"['방배역', '내방역', '총신대입구(이수)역']",2016-11-02 ,2024-03-14,서초구,방배동
18076,40069341,미등록 건물명,서초구 반포동 726-43,월세,빌라,2000.0,170.0,10,9.0,"['신논현역', '사평역', '논현역']",20160112,2024-03-15,서초구,반포동
41,40000091,강남역인앤인,서초구 서초동 1330-12,월세,오피스텔,1000.0,80.0,20,8.3,"['강남역', '역삼역', '양재역']",200503330,2024-07-15,서초구,서초동
22396,40084727,미등록 건물명,서초구 방배동 767-26,전세,빌라,65000.0,0.0,0,14.8,"['총신대입구(이수)역', '구반포역', '동작역']",2022-08-08 ,2024-03-11,서초구,방배동
22407,40084758,미등록 건물명,서초구 반포동 728-5,월세,원룸,500.0,50.0,10,8.0,"['사평역', '신논현역', '논현역']",19960629,2024-03-07,서초구,반포동
15122,40058175,미등록 건물명,서초구 잠원동 34-14,월세,원룸,1000.0,50.0,10,5.8,"['논현역', '잠원역', '신사역']",1997.09.25,2024-08-19,서초구,잠원동
2286,40008208,미등록 건물명,서초구 반포동 726-43,월세,빌라,2000.0,173.0,7,13.9,"['신논현역', '사평역', '논현역']",2016년1월12일,2024-02-29,서초구,반포동
4192,40014712,신사레전드,서초구 잠원동 8-27,월세,오피스텔,150.0,110.0,10,6.5,"['신사역', '잠원역', '논현역']",2012-12-18 ,2024-03-06,서초구,잠원동
15101,40058096,미등록 건물명,서초구 방배동 902-8,월세,원룸,1000.0,100.0,8,6.0,"['내방역', '방배역', '총신대입구(이수)역']",20181113,2024-03-08,서초구,방배동
18236,40069826,미등록 건물명,서초구 양재동 287-12,월세,원룸,3000.0,95.0,8,5.8,"['양재시민의숲역', '매봉역']",20151113,2024-04-12,서초구,양재동
20999,40079865,현대썬앤빌서초,서초구 서초동 1337-21,월세,오피스텔,1000.0,90.0,10,6.0,"['강남역', '양재역', '역삼역']",20151030,2024-03-09,서초구,서초동
2359,40008426,미등록 건물명,서초구 방배동 924-1,전세,빌라,32000.0,0.0,10,8.9,"['방배역', '내방역', '총신대입구(이수)역']",20240103,2024-03-04,서초구,방배동
1271,40004600,미등록 건물명,서초구 반포동 732-16,월세,빌라,2000.0,175.0,10,19.7,"['신논현역', '사평역', '논현역']",2010.04.29,2024-03-05,서초구,반포동
1282,40004642,미등록 건물명,서초구 잠원동 31-5,월세,원룸,1000.0,70.0,10,7.0,"['잠원역', '신사역', '논현역']",20111230,2024-03-06,서초구,잠원동
1308,40004778,서초프라비다,서초구 서초동 1598-9,월세,오피스텔,1000.0,73.0,6,5.0,"['남부터미널역', '교대역', '서초역']",20140217,2024-08-26,서초구,서초동
1321,40004813,해링턴타워서초,서초구 서초동 1445-1,월세,오피스텔,2000.0,80.0,9,5.6,"['남부터미널역', '교대역', '서초역']",2023년12월,2024-03-01,서초구,서초동
22,40000049,미등록 건물명,서초구 반포동 738-31,월세,원룸,3000.0,180.0,10,17.5,"['신논현역', '논현역', '사평역']",2024년1월,2024-03-09,서초구,반포동
2322,40008313,미등록 건물명,서초구 반포동 743-22,월세,원룸,1000.0,73.0,12,8.0,"['사평역', '신논현역', '반포역']",19960604,2024-03-02,서초구,반포동
1356,40004958,에피소드서초393,서초구 서초동 1338-7,월세,오피스텔,3000.0,235.0,21,11.3,"['양재역', '강남역', '남부터미널역']",2021.07.30.,2024-07-29,서초구,서초동
15132,40058222,미등록 건물명,서초구 서초동 1487-51,월세,원룸,24000.0,8.0,14,12.3,"['방배역', '남부터미널역', '서초역']",2011.09.16,2024-03-12,서초구,서초동
20819,40079198,미등록 건물명,서초구 양재동 121-5,월세,빌라,30000.0,10.0,4,9.6,"['양재시민의숲역', '양재역']",20160318,2024-03-07,서초구,양재동
18351,40070197,미등록 건물명,서초구 반포동 720-1,월세,원룸,500.0,70.0,8,8.0,"['논현역', '신논현역', '사평역']",1989-10-14,2024-07-24,서초구,반포동
4320,40015362,이즈타워,서초구 서초동 1337-14,월세,오피스텔,1000.0,80.0,9,8.9,"['강남역', '양재역', '역삼역']",20061201,2024-03-05,서초구,서초동
18459,40070626,미등록 건물명,서초구 서초동 1546-6,전세,빌라,55000.0,0.0,9,15.7,"['서초역', '남부터미널역', '교대역']",20190219,2024-03-05,서초구,서초동
17895,40068743,서초현대렉시온,서초구 서초동 1338-20,월세,오피스텔,130.0,130.0,9.9,10.3,"['양재역', '강남역', '역삼역']",2005-01-12 ,2024-04-17,서초구,서초동
20848,40079306,심플리시티,서초구 신원동 660,월세,오피스텔,3000.0,172.0,25,15.0,['청계산입구역'],20180619,2024-03-07,서초구,신원동
23644,40088946,서초현대렉시온,서초구 서초동 1338-20,월세,오피스텔,2000.0,110.0,9.9,10.3,"['양재역', '강남역', '역삼역']",2005-01-12 ,2024-04-17,서초구,서초동
17901,40068765,미등록 건물명,서초구 서초동 1618-16,매매,빌라,0.0,23.1,"['남부터미널역', '교대역', '서초역']",20210209,2024-07-01,,,서초구,서초동
130,40000423,미등록 건물명,서초구 방배동 862-1,전세,빌라,36000.0,0.0,6,9.1,"['총신대입구(이수)역', '내방역', '방배역']",20181006,2024-03-01,서초구,방배동
18409,40070458,해링턴타워서초,서초구 서초동 1445-1,월세,오피스텔,3000.0,250.0,18,12.7,"['남부터미널역', '교대역', '서초역']",20231130,2024-03-11,서초구,서초동
17909,40068792,미등록 건물명,서초구 반포동 728-5,월세,원룸,500.0,50.0,10,7.2,"['사평역', '신논현역', '논현역']",1996.06.29 ,2024-03-09,서초구,반포동
15289,40058854,미등록 건물명,서초구 방배동 856-13,월세,원룸,500.0,55.0,5,4.6,"['내방역', '총신대입구(이수)역', '방배역']",20140418,2024-04-05,서초구,방배동
123,40000405,서초어반하이,서초구 서초동 1601-10,전세,오피스텔,26000.0,0.0,15,7.2,"['남부터미널역', '교대역', '서초역']",2018년12월26일,2024-03-01,서초구,서초동
3857,40013406,미등록 건물명,서초구 양재동 302-9,월세,빌라,16000.0,5.0,20,9.0,"['양재시민의숲역', '매봉역', '양재역']",19941028,2024-03-11,서초구,양재동
2150,40007802,미등록 건물명,서초구 반포동 737-7,월세,원룸,130.0,130.0,5,9.4,"['신논현역', '논현역', '사평역']",2001-12-28 ,2024-03-18,서초구,반포동
81,40000240,미등록 건물명,서초구 방배동 927-3,월세,빌라,2000.0,70.0,5,13.0,"['내방역', '방배역', '총신대입구(이수)역']",1996.10.12,2024-04-17,서초구,방배동
20896,40079459,미등록 건물명,서초구 서초동 1302-54,월세,빌라,5000.0,125.0,15,15.0,"['신논현역', '사평역', '강남역']",1995년6월7일,2024-03-07,서초구,서초동
3861,40013412,미등록 건물명,서초구 양재동 254-1,월세,빌라,28000.0,20.0,2.5,13.7,"['양재시민의숲역', '양재역', '매봉역']",19970116,2024-03-08,서초구,양재동
17959,40068953,미등록 건물명,서초구 잠원동 10-16,전세,빌라,25000.0,0.0,20,13.4,"['신사역', '잠원역', '논현역']",1983.09.09,2024-07-30,서초구,잠원동
2210,40007999,현대썬앤빌서초,서초구 서초동 1337-21,월세,오피스텔,1000.0,90.0,10,5.9,"['강남역', '양재역', '역삼역']",2015.10,2024-03-04,서초구,서초동
21258,40080811,미등록 건물명,서초구 서초동 1496-2,월세,원룸,1000.0,89.0,10,6.3,"['방배역', '서초역', '내방역']",20180501,2024-03-08,서초구,서초동
17976,40069007,미등록 건물명,서초구 잠원동 10-16,전세,원룸,15000.0,0.0,10,10.0,"['신사역', '잠원역', '논현역']",1983.09.09,2024-03-12,서초구,잠원동
21223,40080704,미등록 건물명,서초구 반포동 728-20,월세,원룸,1000.0,50.0,10,6.0,"['사평역', '신논현역', '논현역']",1996.08.24,2024-03-06,서초구,반포동
75,40000203,해링턴타워서초,서초구 서초동 1445-1,월세,오피스텔,1000.0,260.0,20,13.9,"['남부터미널역', '교대역', '서초역']",20231130,2024-03-01,서초구,서초동
1023,40003659,해링턴타워서초,서초구 서초동 1445-1,월세,오피스텔,2000.0,110.0,9,5.6,"['남부터미널역', '교대역', '서초역']",20231130,2024-02-29,서초구,서초동
1147,40004114,지젤시그니티,서초구 서초동 1595-1,월세,오피스텔,1000.0,260.0,20,11.3,"['남부터미널역', '서초역', '교대역']",2022 09 30,2024-03-13,서초구,서초동
21934,40083128,미등록 건물명,서초구 방배동 805-13,전세,빌라,60000.0,0.0,10,17.7,"['내방역', '서초역', '구반포역']",2022.09.06,2024-07-29,서초구,방배동
19853,40075197,미등록 건물명,서초구 방배동 12-61,월세,빌라,10000.0,170.0,8,15.3,"['구반포역', '내방역', '신반포역']",20170414,2024-03-09,서초구,방배동
3274,40011519,르피에드인강남,서초구 서초동 1321-7,월세,오피스텔,10000.0,600.0,0,15.7,"['강남역', '신논현역', '교대역']",2024.01.29,2024-07-23,서초구,서초동
5091,40018665,미등록 건물명,서초구 반포동 726-31,월세,원룸,1500.0,60.0,15,8.2,"['신논현역', '사평역', '논현역']",2002.10.07,2024-03-04,서초구,반포동
847,40003054,미등록 건물명,서초구 반포동 726-29,월세,빌라,2000.0,120.0,10,14.0,"['신논현역', '논현역', '사평역']",19951123,2024-02-29,서초구,반포동
19889,40075354,미등록 건물명,서초구 반포동 74-5,월세,빌라,5000.0,200.0,0,9.0,"['신반포역', '서초역', '고속터미널역']",2021.09.29,2024-03-13,서초구,반포동
16321,40063231,미등록 건물명,서초구 서초동 1508-11,전세,빌라,43000.0,0.0,7,8.9,"['서초역', '남부터미널역', '교대역']",20231102,2024-03-11,서초구,서초동
16306,40063162,미등록 건물명,서초구 반포동 728-5,월세,원룸,500.0,65.0,7,7.0,"['사평역', '신논현역', '논현역']",1996-06-29,2024-03-08,서초구,반포동
21652,40082246,미등록 건물명,서초구 양재동 121-5,월세,빌라,30000.0,10.0,4,9.6,"['양재시민의숲역', '양재역']",2016-03-28,2024-03-12,서초구,양재동
16399,40063504,미등록 건물명,서초구 반포동 742-16,월세,원룸,1000.0,75.0,10,7.2,"['사평역', '신논현역', '논현역']",2014년4월10일,2024-03-05,서초구,반포동
23352,40087901,이즈타워,서초구 서초동 1337-14,월세,오피스텔,1000.0,80.0,8,8.9,"['강남역', '양재역', '역삼역']",20061201,2024-03-11,서초구,서초동
3314,40011661,르피에드인강남,서초구 서초동 1321-7,월세,오피스텔,10000.0,400.0,0,13.4,"['강남역', '신논현역', '교대역']",2024.01.29,2024-07-20,서초구,서초동
422,40001312,미등록 건물명,서초구 반포동 732-16,월세,빌라,2000.0,175.0,10,19.7,"['신논현역', '사평역', '논현역']",20100429,2024-08-23,서초구,반포동
3320,40011684,르피에드인강남,서초구 서초동 1321-7,전세,오피스텔,125000.0,0.0,0,13.4,"['강남역', '신논현역', '교대역']",2024.01.29,2024-07-10,서초구,서초동
16136,40062463,미등록 건물명,서초구 반포동 715-26,전세,빌라,26000.0,0.0,12,9.0,"['사평역', '논현역', '반포역']",20111228,2024-03-09,서초구,반포동
3337,40011738,미등록 건물명,서초구 반포동 728-5,월세,원룸,500.0,50.0,10,8.0,"['사평역', '신논현역', '논현역']",19960629,2024-03-07,서초구,반포동
1917,40006946,미등록 건물명,서초구 방배동 921-20,전세,원룸,29000.0,0.0,5,8.8,"['방배역', '내방역', '총신대입구(이수)역']",2021-11-25 ,2024-03-01,서초구,방배동
3380,40011845,르피에드인강남,서초구 서초동 1321-7,월세,오피스텔,10000.0,400.0,0,8.9,"['강남역', '신논현역', '교대역']",2024.01.29,2024-08-06,서초구,서초동
399,40001230,트윈타워,서초구 양재동 275-4,전세,오피스텔,16000.0,0.0,8,7.3,"['양재시민의숲역', '매봉역', '양재역']",19910610,2024-03-03,서초구,양재동
19152,40072838,서초팰리스,서초구 서초동 1589-11,전세,오피스텔,28000.0,0.0,9,5.8,"['남부터미널역', '서초역', '교대역']",20210602,2024-03-13,서초구,서초동
3289,40011566,미등록 건물명,서초구 방배동 956-22,월세,빌라,3000.0,60.0,1.5,15.0,"['총신대입구(이수)역', '사당역', '내방역']",1997.11.283,2024-03-12,서초구,방배동
23378,40087987,미등록 건물명,서초구 잠원동 48-2,월세,빌라,1000.0,88.0,10,11.0,"['잠원역', '논현역', '반포역']",1989.07.25,2024-03-12,서초구,잠원동
2899,40010300,미등록 건물명,서초구 잠원동 36-5,월세,빌라,10000.0,73.0,5,17.1,"['논현역', '신사역', '잠원역']",1996.11.04,2024-03-17,서초구,잠원동
2910,40010327,미등록 건물명,서초구 방배동 463-20,월세,빌라,28000.0,25.0,10,6.1,"['사당역', '총신대입구(이수)역', '내방역']",20221026,2024-03-05,서초구,방배동
21882,40082976,미등록 건물명,서초구 방배동 890-15,월세,빌라,10000.0,120.0,0,13.7,"['내방역', '방배역', '서초역']",20130215,2024-03-24,서초구,방배동
21880,40082971,미등록 건물명,서초구 서초동 1660-3,전세,원룸,15000.0,0.0,6,10.0,"['교대역', '서초역', '남부터미널역']",1996.03.02,2024-03-20,서초구,서초동
2998,40010598,미등록 건물명,서초구 서초동 1451-63,전세,빌라,29600.0,0.0,7,12.1,"['남부터미널역', '서초역', '교대역']",2016-05-31,2024-03-07,서초구,서초동
16722,40064701,미등록 건물명,서초구 서초동 1524-22,월세,빌라,3000.0,250.0,0,23.0,"['서초역', '남부터미널역', '교대역']",1989.08.01,2024-08-13,서초구,서초동
18170,40069620,미등록 건물명,서초구 서초동 1359-14,전세,빌라,29000.0,0.0,5,24.4,"['양재역', '남부터미널역', '강남역']",19930119,2024-04-17,서초구,서초동
16726,40064719,미등록 건물명,서초구 서초동 1538-4,월세,원룸,2000.0,150.0,11,6.7,"['서초역', '남부터미널역', '교대역']",2017.02.22,2024-04-12,서초구,서초동
553,40001761,미등록 건물명,서초구 방배동 856-40,월세,원룸,5000.0,55.0,7,6.4,"['내방역', '총신대입구(이수)역', '방배역']",20141107,2024-03-22,서초구,방배동
23243,40087612,미등록 건물명,서초구 반포동 728-40,월세,원룸,55.0,55.0,7,7.5,"['사평역', '신논현역', '논현역']",19921127,2024-03-15,서초구,반포동
5344,40019809,미등록 건물명,서초구 방배동 789-39,전세,빌라,41000.0,0.0,12,20.0,"['총신대입구(이수)역', '내방역', '구반포역']",20161011,2024-03-16,서초구,방배동
3238,40011419,르피에드인강남,서초구 서초동 1321-7,월세,오피스텔,5000.0,550.0,0,13.4,"['강남역', '신논현역', '교대역']",2024.01.29,2024-08-06,서초구,서초동
19398,40073644,미등록 건물명,서초구 서초동 1487-51,월세,빌라,29500.0,9.0,15,13.4,"['방배역', '남부터미널역', '서초역']",2011.09.16,2024-04-09,서초구,서초동
19354,40073488,미등록 건물명,서초구 반포동 74-5,월세,빌라,5000.0,200.0,7,29.7,"['신반포역', '서초역', '고속터미널역']",2021.9.29,2024-03-09,서초구,반포동
5295,40019589,해링턴타워서초,서초구 서초동 1445-1,월세,오피스텔,3000.0,180.0,15,12.7,"['남부터미널역', '교대역', '서초역']",2023/11/30,2024-03-21,서초구,서초동
19346,40073468,미등록 건물명,서초구 방배동 811-9,전세,빌라,35000.0,0.0,10,16.4,"['내방역', '총신대입구(이수)역', '구반포역']",2011.8.29,2024-03-28,서초구,방배동
2939,40010417,해링턴타워서초,서초구 서초동 1445-1,월세,오피스텔,3000.0,200.0,18,12.7,"['남부터미널역', '교대역', '서초역']",2023년12월,2024-03-01,서초구,서초동
2928,40010385,지젤시그니티,서초구 서초동 1595-1,월세,오피스텔,300.0,250.0,15,15.2,"['남부터미널역', '서초역', '교대역']",2022년09월30일,2024-03-01,서초구,서초동
483,40001563,서초디오빌강남,서초구 서초동 1309-1,월세,오피스텔,80.0,130.0,9.9,9.9,"['신논현역', '강남역', '사평역']",20040519,2024-03-04,서초구,서초동
3204,40011328,르피에드인강남,서초구 서초동 1321-7,월세,오피스텔,3000.0,330.0,0,8.9,"['강남역', '신논현역', '교대역']",2024.01.29,2024-08-19,서초구,서초동
2915,40010353,르피에드인강남,서초구 서초동 1321-7,월세,오피스텔,30000.0,200.0,25,8.9,"['강남역', '신논현역', '교대역']",2023.12.31,2024-03-07,서초구,서초동
19698,40074596,미등록 건물명,서초구 반포동 721-4,월세,빌라,3000.0,199.0,8,13.2,"['논현역', '신논현역', '사평역']",20170420,2024-03-09,서초구,반포동
